height,width,example,answer,ans_mod10,tree_sig,ans_sublabels
3,9,(+4(+22)),8,8,(od(odd)),_______48
1,1,6,6,6,d,_
4,13,(*(+7(+10))1),8,8,(o(od(odd))d),_________18_8
4,17,(*(+0(+64))(+13)),40,0,(o(od(odd))(odd)),_________00____40
2,5,(*02),0,0,(odd),____0
8,37,(*(*(*(+(+6(*(+02)2))2)2)(*22))(*70)),0,0,(o(o(o(o(od(o(odd)d))d)d)(odd))(odd)),_________________2_40_2_4____46____00
1,1,9,9,9,d,_
2,5,(*11),1,1,(odd),____1
5,17,(+(*7(+4(+82)))0),98,8,(o(od(od(odd)))d),____________048_8
2,5,(+22),4,4,(odd),____4
2,5,(+90),9,9,(odd),____9
3,9,(*2(*63)),36,6,(od(odd)),_______86
2,5,(+33),6,6,(odd),____6
9,41,(*(+7(+(+7(+6(*(*(*94)8)(*0(*89)))))4))1),24,4,(o(od(o(od(od(o(o(odd)d)(od(odd)))))d))d),_____________________6_8_______20063_74_4
10,41,(*(+(*(*(*6(+(+(*(+67)9)9)1))2)8)(+93))1),12204,4,(o(o(o(o(od(o(o(o(odd)d)d)d))d)d)(odd))d),_____________________3_7_6_72_4_2____24_4
2,5,(*22),4,4,(odd),____4
1,1,0,0,0,d,_
7,29,(*(+3(*(*1(*(+63)5))(*69)))6),14598,8,(o(od(o(od(o(odd)d))(odd)))d),________________9_55____403_8
4,13,(+6(+(+44)9)),23,3,(od(o(odd)d)),_________8_73
1,1,8,8,8,d,_
8,37,(*(*(*(+(+6(*0(+22)))2)4)(*22))(*70)),0,0,(o(o(o(o(od(od(odd)))d)d)(odd))(odd)),__________________406_8_2____48____00
4,13,(+0(+0(+07))),7,7,(od(od(odd))),__________777
1,1,4,4,4,d,_
1,1,5,5,5,d,_
3,9,(+(+02)2),4,4,(o(odd)d),______2_4
4,17,(*(+8(+44))(+25)),112,2,(o(od(odd))(odd)),_________86____72
2,5,(*72),14,4,(odd),____4
4,13,(*(+(+00)0)0),0,0,(o(o(odd)d)d),________0_0_0
1,1,3,3,3,d,_
7,33,(+(+(*(*(*(+27)(+84))(*95))2)0)1),9721,1,(o(o(o(o(o(odd)(odd))(odd))d)d)d),______________9____28____50_0_0_1
7,33,(*0(*9(*(*(+93)(+(+67)8))(*12)))),0,0,(od(od(o(o(odd)(o(odd)d))(odd)))),______________2______3_12____2460
3,9,(*4(+22)),16,6,(od(odd)),_______46
8,37,(*(*(*(+(+6(*(+02)2))2)4)(*22))(*70)),0,0,(o(o(o(o(od(o(odd)d))d)d)(odd))(odd)),_________________2_40_2_8____42____00
2,5,(*66),36,6,(odd),____6
3,9,(+9(*22)),13,3,(od(odd)),_______43
2,5,(+01),1,1,(odd),____1
1,1,0,0,0,d,_
4,13,(+(*7(+08))0),56,6,(o(od(odd))d),_________86_6
4,13,(+(+7(+08))0),15,5,(o(od(odd))d),_________85_5
4,13,(+(*7(+08))2),58,8,(o(od(odd))d),_________86_8
4,17,(*(+5(+44))(+25)),91,1,(o(od(odd))(odd)),_________83____71
1,1,1,1,1,d,_
2,5,(+25),7,7,(odd),____7
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
9,49,(+(*(+(*(*(*(+(*27)7)(+60))1)(*(+25)7))8)9)(*48)),55670,0,(o(o(o(o(o(o(o(odd)d)(odd))d)(o(odd)d))d)d)(odd)),__________________4_1____66_6______7_94_2_8____20
3,9,(+9(*72)),23,3,(od(odd)),_______43
7,29,(*(+11)(+(+(+4(+5(+93)))5)0)),52,2,(o(odd)(o(o(od(od(odd)))d)d)),______2______________271_6_62
3,13,(*(*33)(*33)),81,1,(o(odd)(odd)),______9____91
2,5,(*31),3,3,(odd),____3
2,5,(*03),0,0,(odd),____0
2,5,(*00),0,0,(odd),____0
2,5,(+00),0,0,(odd),____0
8,61,(*(*(+(*(*(*0(+10))6)7)8)(*12))(*(+(*(*(*0(+10))6)7)8)(*12))),256,6,(o(o(o(o(o(od(odd))d)d)d)(odd))(o(o(o(o(od(odd))d)d)d)(odd))),_________________10_0_0_8____26_______________10_0_0_8____266
3,9,(*4(+72)),36,6,(od(odd)),_______96
1,1,1,1,1,d,_
4,13,(*(+7(+11))1),9,9,(o(od(odd))d),_________29_9
1,1,0,0,0,d,_
9,53,(*(*(*(+(+6(*8(+(+29)2)))4)(*22))(*70))(*(*7(+05))2)),0,0,(o(o(o(o(od(od(o(odd)d)))d)(odd))(odd))(o(od(odd))d)),____________________1_340_4____46____00_________55_00
5,17,(+6(+(+(*44)4)9)),35,5,(od(o(o(odd)d)d)),___________6_0_95
9,53,(*(*(*(+(+6(*8(+(+22)2)))4)(*22))(*70))(*(*7(+05))2)),0,0,(o(o(o(o(od(od(o(odd)d)))d)(odd))(odd))(o(od(odd))d)),____________________4_684_8____42____00_________55_00
3,9,(*(+50)0),0,0,(o(odd)d),______5_0
8,33,(*0(*(+(*(*(*0(+10))6)7)8)(*12))),0,0,(od(o(o(o(o(od(odd))d)d)d)(odd))),__________________10_0_0_8____260
1,1,7,7,7,d,_
7,29,(*(+11)(+(+(+4(+5(+93)))5)0)),52,2,(o(odd)(o(o(od(od(odd)))d)d)),______2______________271_6_62
3,9,(*(+00)1),0,0,(o(odd)d),______0_0
2,5,(+99),18,8,(odd),____8
1,1,1,1,1,d,_
2,5,(+09),9,9,(odd),____9
4,13,(*(+0(+11))1),2,2,(o(od(odd))d),_________22_2
2,5,(+33),6,6,(odd),____6
2,5,(+13),4,4,(odd),____4
3,9,(+(+00)3),3,3,(o(odd)d),______0_3
3,13,(+(+66)(+66)),24,4,(o(odd)(odd)),______2____24
4,13,(*5(+(*95)9)),270,0,(od(o(odd)d)),_________5_40
1,1,3,3,3,d,_
2,5,(+33),6,6,(odd),____6
1,1,0,0,0,d,_
1,1,0,0,0,d,_
9,41,(+6(+1(+(+(*3(*(*(*78)8)7))3)(*(*24)9)))),9490,0,(od(od(o(o(od(o(o(odd)d)d))d)(o(odd)d)))),_____________________6_8_68_1______8_2340
4,17,(*(+57)(+(*01)5)),60,0,(o(odd)(o(odd)d)),______2______0_50
5,17,(+5(+(*(*79)6)9)),392,2,(od(o(o(odd)d)d)),___________3_8_72
5,17,(*(+(*6(*22))9)9),297,7,(o(o(od(odd))d)d),___________44_3_7
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
3,9,(+(+43)0),7,7,(o(odd)d),______7_7
1,1,5,5,5,d,_
7,45,(+(*(+0(*(+(*76)5)3))7)(*(+0(*(+(*76)5)3))7)),1974,4,(o(o(od(o(o(odd)d)d))d)(o(od(o(o(odd)d)d))d)),_______________2_7_11_7_____________2_7_11_74
9,45,(*(*55)(+3(+(*(+(*7(+88))(+7(+(*99)8)))8)8))),41875,5,(o(odd)(od(o(o(o(od(odd))(od(o(odd)d)))d)d))),______5________________62_________1_968_4_255
2,5,(+32),5,5,(odd),____5
6,29,(*(*5(*(+(+67)8)2))(*3(*98))),45360,0,(o(od(o(o(odd)d)d))(od(odd))),_____________3_1_20_______260
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
8,41,(*(*52)(+3(+(*(+(*7(+08))(+4(*99)))8)8))),11390,0,(o(odd)(od(o(o(o(od(odd))(od(odd)))d)d))),______0________________86_______151_8_690
9,45,(*(*55)(+3(+(*(+(*7(+08))(+7(+(*99)8)))8)8))),30675,5,(o(odd)(od(o(o(o(od(odd))(od(o(odd)d)))d)d))),______5________________86_________1_962_6_475
4,13,(+(+(*13)5)7),15,5,(o(o(odd)d)d),________3_8_5
5,21,(+(+0(+(*63)(*96)))3),75,5,(o(od(o(odd)(odd)))d),___________8____422_5
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
2,5,(+16),7,7,(odd),____7
1,1,5,5,5,d,_
1,1,3,3,3,d,_
1,1,7,7,7,d,_
3,9,(+3(*06)),3,3,(od(odd)),_______03
1,1,1,1,1,d,_
4,13,(+(+(+10)5)7),13,3,(o(o(odd)d)d),________1_6_3
4,13,(+(+(+13)5)7),16,6,(o(o(odd)d)d),________4_9_6
7,41,(*(+3(*(*1(+(+90)(*93)))(*(*(*37)4)3)))7),63525,5,(o(od(o(od(o(odd)(odd)))(o(o(odd)d)d)))d),________________9____766________1_4_225_5
3,9,(+(+00)3),3,3,(o(odd)d),______0_3
5,17,(+5(+(*(*99)6)9)),500,0,(od(o(o(odd)d)d)),___________1_6_50
7,33,(+5(+(*(*99)6)(+9(*8(*(*55)4))))),1300,0,(od(o(o(odd)d)(od(od(o(odd)d))))),___________1_6____________5_00950
2,5,(+56),11,1,(odd),____1
1,1,9,9,9,d,_
4,21,(+(*(+99)0)(*(+99)0)),0,0,(o(o(odd)d)(o(odd)d)),________8_0______8_00
3,9,(+3(+66)),15,5,(od(odd)),_______25
3,9,(+6(+66)),18,8,(od(odd)),_______28
1,1,7,7,7,d,_
4,17,(+(*(*99)0)(*53)),15,5,(o(o(odd)d)(odd)),________1_0____55
4,13,(+(+(+10)5)2),8,8,(o(o(odd)d)d),________1_6_8
2,5,(+77),14,4,(odd),____4
4,13,(*7(+6(*98))),546,6,(od(od(odd))),__________286
1,1,9,9,9,d,_
4,17,(*(+97)(+(*01)5)),80,0,(o(odd)(o(odd)d)),______6______0_50
2,5,(+00),0,0,(odd),____0
4,25,(*(*(+30)(+89))(*(*49)6)),11016,6,(o(o(odd)(odd))(o(odd)d)),________3____71______6_66
4,13,(+(*(*99)2)9),171,1,(o(o(odd)d)d),________1_2_1
1,1,8,8,8,d,_
1,1,2,2,2,d,_
9,45,(*(*52)(+3(+(*(+(*7(+08))(+7(+(*99)8)))8)8))),12270,0,(o(odd)(od(o(o(o(od(odd))(od(o(odd)d)))d)d))),______0________________86_________1_962_6_470
1,1,6,6,6,d,_
2,5,(+66),12,2,(odd),____2
4,13,(+(*(*09)2)9),9,9,(o(o(odd)d)d),________0_0_9
2,5,(+87),15,5,(odd),____5
7,41,(+(+3(*(*1(+(+90)(*93)))(*(*(*37)4)3)))7),9082,2,(o(od(o(od(o(odd)(odd)))(o(o(odd)d)d)))d),________________9____766________1_4_225_2
2,5,(+17),8,8,(odd),____8
5,17,(*(+(*(*48)2)1)4),260,0,(o(o(o(odd)d)d)d),__________2_4_5_0
2,5,(*55),25,5,(odd),____5
2,5,(*00),0,0,(odd),____0
4,17,(+(*(+99)0)(*53)),15,5,(o(o(odd)d)(odd)),________8_0____55
6,29,(*(+57)(+(*(+(+03)(+51))3)5)),384,4,(o(odd)(o(o(o(odd)(odd))d)d)),______2__________3____69_7_24
2,5,(+62),8,8,(odd),____8
4,17,(*(+57)(+(*11)5)),72,2,(o(odd)(o(odd)d)),______2______1_62
3,9,(+3(*66)),39,9,(od(odd)),_______69
1,1,8,8,8,d,_
7,37,(+(+(+10)(+68))(*(+0(*(+(*76)5)3))7)),1002,2,(o(o(odd)(odd))(o(od(o(o(odd)d)d))d)),________1____45_____________2_7_11_72
2,5,(*54),20,0,(odd),____0
6,29,(*(+57)(+(*(*(+03)(+51))3)5)),708,8,(o(odd)(o(o(o(odd)(odd))d)d)),______2__________3____68_4_98
4,25,(+(*(+30)(+89))(*(*49)6)),267,7,(o(o(odd)(odd))(o(odd)d)),________3____71______6_67
2,5,(*00),0,0,(odd),____0
9,45,(*(*52)(+3(+(*(+(*7(+08))(+7(+(*99)8)))8)8))),12270,0,(o(odd)(od(o(o(o(od(odd))(od(o(odd)d)))d)d))),______0________________86_________1_962_6_470
4,13,(+(*(*92)9)1),163,3,(o(o(odd)d)d),________8_2_3
10,41,(*(*52)(+3(+(*(+(*7(+8(+4(*99))))8)8)3))),52780,0,(o(odd)(od(o(o(o(od(od(od(odd))))d)d)d))),______0______________________1531_9_2_580
9,89,(+(+9(*(+(*(+(*26)5)6)3)(+(+51)9)))(*(*(*(*0(+02))3)(+(+(*(+(+35)4)7)(+5(*(+48)2)))4))9)),1584,4,(o(od(o(o(o(o(odd)d)d)d)(o(odd)d)))(o(o(o(od(odd))d)(o(o(o(o(odd)d)d)(od(o(odd)d)))d))d)),_________________2_7_2_5______6_554_____________20_0____________8_2_4_________2_493_70_04
7,37,(+(+(+13)(+57))(*(+(+(*1(*17))5)6)0)),16,6,(o(o(odd)(odd))(o(o(o(od(odd))d)d)d)),________4____26_____________77_2_8_06
4,13,(+5(+1(+00))),6,6,(od(od(odd))),__________016
2,5,(+32),5,5,(odd),____5
3,9,(+(+03)0),3,3,(o(odd)d),______3_3
2,5,(*45),20,0,(odd),____0
2,5,(*52),10,0,(odd),____0
1,1,4,4,4,d,_
2,5,(+77),14,4,(odd),____4
2,5,(*53),15,5,(odd),____5
5,21,(*(*1(*0(*00)))(*14)),0,0,(o(od(od(odd)))(odd)),____________000____40
4,13,(+0(+(*55)6)),31,1,(od(o(odd)d)),_________5_11
2,5,(*02),0,0,(odd),____0
3,13,(*(+03)(*66)),108,8,(o(odd)(odd)),______3____68
2,5,(*03),0,0,(odd),____0
5,21,(*(*1(*0(*00)))(*11)),0,0,(o(od(od(odd)))(odd)),____________000____10
2,5,(*66),36,6,(odd),____6
2,5,(+66),12,2,(odd),____2
1,1,5,5,5,d,_
1,1,5,5,5,d,_
8,37,(+5(*(+(+9(*(*74)(*(+64)7)))5)(+77))),27641,1,(od(o(o(od(o(odd)(o(odd)d)))d)(odd))),________________8______0_009_4____461
2,5,(+12),3,3,(odd),____3
2,5,(+77),14,4,(odd),____4
3,9,(*0(+00)),0,0,(od(odd)),_______00
1,1,4,4,4,d,_
2,5,(*70),0,0,(odd),____0
1,1,2,2,2,d,_
1,1,6,6,6,d,_
2,5,(*80),0,0,(odd),____0
5,17,(+0(+(*(+22)5)6)),26,6,(od(o(o(odd)d)d)),___________4_0_66
2,5,(*43),12,2,(odd),____2
3,9,(*(+77)9),126,6,(o(odd)d),______4_6
1,1,3,3,3,d,_
1,1,9,9,9,d,_
9,57,(*(+(*(*33)(*(*(+(*(+65)(+56))1)0)(+(*45)(+49))))(*64))0),0,0,(o(o(o(odd)(o(o(o(o(odd)(odd))d)d)(o(odd)(odd))))(odd))d),__________9____________1____11_2_0______0____3300____44_0
1,1,0,0,0,d,_
1,1,4,4,4,d,_
4,13,(*(*(*33)8)3),216,6,(o(o(odd)d)d),________9_2_6
3,9,(+(+88)5),21,1,(o(odd)d),______6_1
5,21,(*(*1(*0(*00)))(+14)),0,0,(o(od(od(odd)))(odd)),____________000____50
10,61,(+(*(+6(*4(*57)))(*(*6(*(+00)7))(*(+(+9(+4(*(*53)0)))2)4)))4),4,4,(o(o(od(od(odd)))(o(od(o(odd)d))(o(o(od(od(o(odd)d)))d)d)))d),______________506___________0_00________________5_043_5_000_4
4,13,(*0(+3(*65))),0,0,(od(od(odd))),__________030
1,1,9,9,9,d,_
3,13,(*(*03)(*66)),0,0,(o(odd)(odd)),______0____60
3,9,(+(+88)5),21,1,(o(odd)d),______6_1
4,13,(*0(+2(*10))),0,0,(od(od(odd))),__________020
5,17,(+1(*(+2(*73))2)),47,7,(od(o(od(odd))d)),____________13_67
2,5,(*33),9,9,(odd),____9
4,17,(+9(*(*23)(+55))),69,9,(od(o(odd)(odd))),_________6____009
1,1,1,1,1,d,_
9,57,(*(+(*(*33)(*(*(+(*(+56)(+56))1)0)(+(*45)(+49))))(*64))0),0,0,(o(o(o(odd)(o(o(o(o(odd)(odd))d)d)(o(odd)(odd))))(odd))d),__________9____________1____11_2_0______0____3300____44_0
2,5,(*13),3,3,(odd),____3
10,73,(+(*(+6(*(*7(+(*68)0))(*57)))(*(*6(*(+00)7))(*(+(+9(+4(*(*53)0)))2)4)))4),4,4,(o(o(od(o(od(o(odd)d))(odd)))(o(od(o(odd)d))(o(o(od(od(o(odd)d)))d)d)))d),__________________8_86____506___________0_00________________5_043_5_000_4
2,5,(*00),0,0,(odd),____0
5,21,(*(*1(*0(*44)))(+34)),0,0,(o(od(od(odd)))(odd)),____________600____70
2,5,(+11),2,2,(odd),____2
2,5,(*00),0,0,(odd),____0
5,17,(+0(+(*(+42)5)6)),36,6,(od(o(o(odd)d)d)),___________6_0_66
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
1,1,8,8,8,d,_
9,57,(*(+(*(*23)(*(*(+(*(+85)(+86))1)0)(+(*45)(+49))))(*64))0),0,0,(o(o(o(odd)(o(o(o(o(odd)(odd))d)d)(o(odd)(odd))))(odd))d),__________6____________3____42_3_0______0____3300____44_0
4,25,(*(*9(+31))(+(*02)(*60))),0,0,(o(od(odd))(o(odd)(odd))),_________46______0____000
4,13,(*0(+3(*66))),0,0,(od(od(odd))),__________690
5,21,(*(*1(*0(*04)))(+14)),0,0,(o(od(od(odd)))(odd)),____________000____50
1,1,0,0,0,d,_
1,1,7,7,7,d,_
1,1,9,9,9,d,_
9,57,(*(+(*(*33)(*(*(+(*(+85)(+86))1)0)(+(*45)(+49))))(*64))0),0,0,(o(o(o(odd)(o(o(o(o(odd)(odd))d)d)(o(odd)(odd))))(odd))d),__________9____________3____42_3_0______0____3300____44_0
4,13,(+3(+(+30)0)),6,6,(od(o(odd)d)),_________3_36
2,5,(*63),18,8,(odd),____8
5,21,(*(*1(*0(*04)))(+34)),0,0,(o(od(od(odd)))(odd)),____________000____70
4,13,(*0(+2(*00))),0,0,(od(od(odd))),__________020
2,5,(+00),0,0,(odd),____0
3,13,(*(*63)(*66)),648,8,(o(odd)(odd)),______8____68
3,9,(*(+17)9),72,2,(o(odd)d),______8_2
2,5,(+16),7,7,(odd),____7
3,9,(+0(+00)),0,0,(od(odd)),_______00
6,29,(*(+(+(*51)(+(+97)0))3)(+64)),240,0,(o(o(o(odd)(o(odd)d))d)(odd)),__________5______6_61_4____00
9,57,(*(+(*(*33)(*(*(+(*(+85)(+56))1)0)(+(*45)(+49))))(*64))0),0,0,(o(o(o(odd)(o(o(o(o(odd)(odd))d)d)(o(odd)(odd))))(odd))d),__________9____________3____13_4_0______0____3300____44_0
6,29,(*(+(+(*11)(+(+97)0))3)(+64)),200,0,(o(o(o(odd)(o(odd)d))d)(odd)),__________1______6_67_0____00
3,13,(*(+00)(*09)),0,0,(o(odd)(odd)),______0____00
7,25,(*0(+2(*(+(+(+81)6)2)6))),0,0,(od(od(o(o(o(odd)d)d)d))),________________9_5_7_240
1,1,6,6,6,d,_
2,5,(+17),8,8,(odd),____8
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
3,9,(*(*34)7),84,4,(o(odd)d),______2_4
9,61,(+(*(*4(+28))(+(*59)8))(*(*(+(+(*8(*(*29)(+41)))9)(*43))7)9)),48803,3,(o(o(od(odd))(o(odd)d))(o(o(o(o(od(o(odd)(odd)))d)(odd))d)d)),___________00______5_30_________________8____500_9____21_7_33
3,9,(*6(+19)),60,0,(od(odd)),_______00
6,25,(*(*1(*0(*(+76)4)))(+34)),0,0,(o(od(od(o(odd)d)))(odd)),______________3_200____70
6,21,(*8(+8(*(*(*82)0)9))),64,4,(od(od(o(o(odd)d)d))),______________6_0_084
3,13,(*(+02)(*09)),0,0,(o(odd)(odd)),______2____00
7,25,(*0(+2(*(+(+(+88)6)2)6))),0,0,(od(od(o(o(o(odd)d)d)d))),________________6_2_4_460
2,5,(*43),12,2,(odd),____2
2,5,(*88),64,4,(odd),____4
2,5,(*84),32,2,(odd),____2
2,5,(+10),1,1,(odd),____1
3,9,(+5(*22)),9,9,(od(odd)),_______49
3,9,(*(*77)0),0,0,(o(odd)d),______9_0
4,13,(*8(+8(+82))),144,4,(od(od(odd))),__________084
1,1,2,2,2,d,_
4,17,(+(*(+94)0)(*17)),7,7,(o(o(odd)d)(odd)),________3_0____77
4,13,(+7(*(*48)5)),167,7,(od(o(odd)d)),_________2_07
2,5,(+11),2,2,(odd),____2
3,9,(*(*77)6),294,4,(o(odd)d),______9_4
3,9,(*(*16)8),48,8,(o(odd)d),______6_8
1,1,0,0,0,d,_
5,17,(*5(+0(+0(+40)))),20,0,(od(od(od(odd)))),_____________4440
1,1,4,4,4,d,_
8,49,(*(+4(+0(*(*(+3(*80))(+01))(*94))))(+(*36)(*90))),2016,6,(o(od(od(o(o(od(odd))(odd))(odd))))(o(odd)(odd))),___________________03____13____6882______8____086
1,1,0,0,0,d,_
5,21,(+0(+(*(*57)4)(*89))),212,2,(od(o(o(odd)d)(odd))),___________5_0____222
4,17,(+0(+(*89)(*89))),144,4,(od(o(odd)(odd))),_________2____244
5,29,(*(+4(+69))(*(*3(*80))(+01))),0,0,(o(od(odd))(o(od(odd))(odd))),_________59_________00____100
5,17,(+5(*(*1(*92))2)),41,1,(od(o(od(odd))d)),____________88_61
2,5,(+19),10,0,(odd),____0
2,5,(*00),0,0,(odd),____0
3,9,(*(*16)0),0,0,(o(odd)d),______6_0
4,17,(+(*(+99)0)(*17)),7,7,(o(o(odd)d)(odd)),________8_0____77
2,5,(+00),0,0,(odd),____0
3,9,(+9(*72)),23,3,(od(odd)),_______43
6,25,(+(*(*(+(+99)5)1)6)(+39)),150,0,(o(o(o(o(odd)d)d)d)(odd)),____________8_3_3_8____20
2,5,(+34),7,7,(odd),____7
5,17,(*5(+8(+0(+40)))),60,0,(od(od(od(odd)))),_____________4420
3,9,(+(*16)8),14,4,(o(odd)d),______6_4
2,5,(+82),10,0,(odd),____0
1,1,9,9,9,d,_
2,5,(*45),20,0,(odd),____0
9,61,(+(+4(*2(+(*94)(+5(*3(+3(+55)))))))(+7(*2(*(+9(+40))(+14))))),301,1,(o(od(od(o(odd)(od(od(od(odd)))))))(od(od(o(od(odd))(odd))))),______________6_____________0394004_______________43____55071
4,13,(+(*(+09)9)0),81,1,(o(o(odd)d)d),________9_1_1
10,49,(*5(*7(+(*4(+(+4(*(*(*74)0)(*66)))(*4(+98))))4))),10220,0,(od(od(o(od(o(od(o(o(odd)d)(odd)))(od(odd))))d))),________________________8_0____604_______7828_240
3,9,(+(+01)1),2,2,(o(odd)d),______1_2
3,9,(*(*17)6),42,2,(o(odd)d),______7_2
2,5,(+99),18,8,(odd),____8
8,49,(+7(*(*48)(+(*5(+(+44)(+(*44)7)))(+5(*1(*77)))))),6695,5,(od(o(odd)(o(od(o(odd)(o(odd)d)))(od(od(odd)))))),_________2___________8______6_315__________994985
3,9,(+(*16)1),7,7,(o(odd)d),______6_7
3,9,(+0(*99)),81,1,(od(odd)),_______11
5,17,(+4(+(*6(*13))6)),28,8,(od(o(od(odd))d)),____________38_48
2,5,(*50),0,0,(odd),____0
2,5,(+44),8,8,(odd),____8
1,1,0,0,0,d,_
8,49,(+7(*(*48)(+(*5(+(+64)(+(*44)7)))(+5(*1(*77)))))),7015,5,(od(o(odd)(o(od(o(odd)(o(odd)d)))(od(od(odd)))))),_________2___________0______6_335__________994985
1,1,0,0,0,d,_
2,5,(*55),25,5,(odd),____5
8,53,(+(+(*(*(*1(+92))2)(*(+(+2(+05))8)2))0)(+(+(*83)1)3)),688,8,(o(o(o(o(od(odd))d)(o(o(od(odd))d)d))d)(o(o(odd)d)d)),_______________11_2___________57_5_00_0________4_5_88
2,5,(+55),10,0,(odd),____0
1,1,6,6,6,d,_
3,9,(+5(*52)),15,5,(od(odd)),_______05
2,5,(+60),6,6,(odd),____6
3,9,(+(*66)1),37,7,(o(odd)d),______6_7
1,1,0,0,0,d,_
2,5,(+00),0,0,(odd),____0
2,5,(+01),1,1,(odd),____1
9,33,(+1(+(+(*(*(+2(+(+70)4))8)2)9)7)),225,5,(od(o(o(o(o(od(o(odd)d))d)d)d)d)),____________________7_13_4_8_7_45
6,21,(*6(+(*(+1(*64))3)7)),492,2,(od(o(o(od(odd))d)d)),______________45_5_22
1,1,6,6,6,d,_
2,5,(+88),16,6,(odd),____6
8,53,(+(+(*(*(*1(*92))2)(*(+(+2(+05))8)2))0)(+(+(*83)1)3)),1108,8,(o(o(o(o(od(odd))d)(o(o(od(odd))d)d))d)(o(o(odd)d)d)),_______________88_6___________57_5_00_0________4_5_88
3,9,(*(*17)6),42,2,(o(odd)d),______7_2
5,17,(*5(+8(+8(+40)))),100,0,(od(od(od(odd)))),_____________4200
3,9,(+0(*00)),0,0,(od(odd)),_______00
2,5,(+70),7,7,(odd),____7
9,69,(*(*(+71)(+(+(+(+(*69)4)(+28))6)(+(*2(*(*43)(+(*14)(+48))))(+30))))4),14752,2,(o(o(odd)(o(o(o(o(odd)d)(odd))d)(o(od(o(odd)(o(odd)(odd))))(odd))))d),________8____________4_8____08_4___________2______4____2624____3718_2
2,5,(+60),6,6,(odd),____6
2,5,(+07),7,7,(odd),____7
2,5,(+77),14,4,(odd),____4
1,1,7,7,7,d,_
2,5,(+65),11,1,(odd),____1
3,9,(+0(*91)),9,9,(od(odd)),_______99
1,1,1,1,1,d,_
1,1,5,5,5,d,_
1,1,3,3,3,d,_
3,13,(*(+93)(+93)),144,4,(o(odd)(odd)),______2____24
2,5,(+33),6,6,(odd),____6
1,1,7,7,7,d,_
1,1,8,8,8,d,_
5,25,(*(+(*00)0)(+(*9(*28))1)),0,0,(o(o(odd)d)(o(od(odd))d)),________0_0_________64_50
1,1,5,5,5,d,_
8,41,(+(*6(+(+(+(*9(+57))(*6(*93)))4)(+14)))3),1677,7,(o(od(o(o(o(od(odd))(od(odd)))d)(odd)))d),__________________28_______720_4____594_7
3,9,(*(*22)4),16,6,(o(odd)d),______4_6
2,5,(+19),10,0,(odd),____0
6,21,(*(*0(+0(*4(+71))))1),0,0,(o(od(od(od(odd))))d),_______________8220_0
5,21,(*(*(+(+01)0)(+14))3),15,5,(o(o(o(odd)d)(odd))d),__________1_1____55_5
2,5,(+33),6,6,(odd),____6
1,1,2,2,2,d,_
4,17,(*1(+(*20)(*57))),35,5,(od(o(odd)(odd))),_________0____555
2,5,(+99),18,8,(odd),____8
4,17,(*(*99)(*(*75)9)),25515,5,(o(odd)(o(odd)d)),______1______5_55
6,25,(+(*(*(+7(+00))(+00))1)6),6,6,(o(o(o(od(odd))(odd))d)d),_____________07____00_0_6
5,21,(+(*(+(+01)0)(+14))3),8,8,(o(o(o(odd)d)(odd))d),__________1_1____55_8
6,37,(*(+(+(+10)(*10))0)(+(+0(*0(*10)))0)),0,0,(o(o(o(odd)(odd))d)(o(od(od(odd)))d)),__________1____01_1____________000_00
2,5,(+60),6,6,(odd),____6
4,13,(*(+(*99)2)8),664,4,(o(o(odd)d)d),________1_3_4
5,17,(+(+(+5(+34))7)8),27,7,(o(o(od(odd))d)d),___________72_9_7
1,1,9,9,9,d,_
1,1,6,6,6,d,_
6,37,(*(+(+(*10)(*10))0)(+(+0(*0(*10)))0)),0,0,(o(o(o(odd)(odd))d)(o(od(od(odd)))d)),__________0____00_0____________000_00
2,5,(+11),2,2,(odd),____2
5,25,(*(+(*40)0)(+(*9(*28))1)),0,0,(o(o(odd)d)(o(od(odd))d)),________0_0_________64_50
6,21,(*(+(+0(*0(*10)))0)0),0,0,(o(o(od(od(odd)))d)d),______________000_0_0
5,17,(*(+(*(*23)9)2)8),448,8,(o(o(o(odd)d)d)d),__________6_4_6_8
2,5,(*22),4,4,(odd),____4
2,5,(+77),14,4,(odd),____4
5,25,(+9(*(*5(*50))(*(*96)4))),9,9,(od(o(od(odd))(o(odd)d))),____________00______4_609
5,21,(+(*(+(+01)0)(+44))3),11,1,(o(o(o(odd)d)(odd))d),__________1_1____88_1
2,5,(*00),0,0,(odd),____0
3,9,(*(+20)0),0,0,(o(odd)d),______2_0
9,33,(+3(*(*6(*(*6(+9(+(+38)2)))6))7)),33267,7,(od(o(od(o(od(od(o(odd)d)))d))d)),______________________1_322_22_47
8,29,(+1(*6(*(+6(+9(+(+33)2)))6))),829,9,(od(od(o(od(od(o(odd)d)))d))),____________________6_873_889
